english,luganda,source
People have been arrested for breaking the laws.,Abantu basibiddwa lwa kumenya mateeka.,kambale
Nowadays married women like spending time with rich men instead of their husbands.,Ennaku zino abakyala abafumbo baagala okumala obudde n'abasajja abagagga okusinga ba bba baabwe.,kambale
He was taken to the police station to make a statement.,Yatwaliddwa ku sitenseni ya poliisi okukola sitatimenti.,kambale
He talked to journalists after winning the race.,Yayogera ne bannamawulire oluvannyuma lw'okuwangula emisinde.,kambale
My sister encouraged me to study journalism.,Muganda wange yankubiriza okusomerera eby'amawulire.,kambale
I can't believe what the twenty-three-year-old said after the race.,Siyinza kukikkiriza ow'emyaka 23 kye yayogedde oluvannyuma lw'empaka.,kambale
Today Democratic Federal Communications Commission nominees go through the confirmation process.,Leero abesimbyewo ku kakiiko k'ebyempuliziganya ebyetongodde bayita mu kakungunta.,kambale
We have big rooms in this hotel.,Tulina ebisenge ebinene mu wooteeri eno.,kambale
Some border districts are at war.,Disitulikiti z'okunsalo ezimu ziri mu ntalo.,kambale
Hospital workers go on strike over delayed salary payments.,Abasawo b'eddwaliro beediima olw'okulwawo okusasulwa omusaala.,kambale
Some children with disabilities are rejected and abandoned by their relatives.,Abaana abamu abaliko obulemu baboolebwa era ne baabulirwa ab'engaanda zaabwe.,kambale
It is a source of income to the hosting district.,Nsibuko ya nnyingiza ey'ensimbi eri disitulikiti ekyaza.,kambale
Youths and children need daily advice from their parents and guardians.,Abavubuka n'abaana beetaaga okuwabulwa okwa buli lunaku okuva eri bazadde baabwe n'ababalabirira.,kambale
Let us meet in the trading centre.,Tusisinkane mu kifo ky'ebyobusuubuzi .,kambale
On teachers day they were cautioned to love their students like their own.,Ku lunaku lw'abasomesa baakubirizibwa okwagala abayizi baabwe nga  abaabwe.,kambale
The body generates a lot of heat during cold days.,Omubiri gukola ebbungu lingi mu biseera by'obunyogovu.,kambale
I have been to this office many times last week.,Nnajja mu ofiisi eno emirundi mingi wiiki ewedde.,kambale
The number of covid-19 patients has increased.,Omuwendo gw'abalwadde b'ekirwadde kya covid-19 gulinye.,kambale
Many foods are sold in the market.,Emmere nnyingi etundibwa mu katale.,kambale
The international organization is giving free books to pupils in the refugee camps schools.,Ekitongole ky'ensi yonna kiri mukuwa abayizi b'omu masomero g'omu nkambi z'abanoonyiboobubudamu ebitabo ku bwereere.,kambale
What has led to the strike in your area?,Kiki ekiviiriddeko okwekalakaasa mu kitundu kyo?,kambale
The club only has renowned football players.,Ttiimu erina bazannyi bamanyifu bokka.,kambale
Tourism is increasingly becoming a major foreign exchange earner with minimal government investment,Ebyobulambuzi bigenze byeyongera okuyingiza ensimbi engwira wano wadde nga gavumenti yaffe eteekamu ssente ntono.,kambale
The finances were for service provision,Ssente zaali za kutuusa buweereza.,kambale
What is a project timeline?,Pulojekiti eteekeddwateekeddwa etya?,kambale
There are valuable species of trees in that forest.,Mu kibira ekyo mulimu ebikka by'emiti egy'omuwendo ennyo.,kambale
A lot of costs were incurred in paying lawyers and transporting of witnesses.,Ssente nnyingi zaasaasaaanyizibwa mu kusasula bannamateeka n'okutambuza kw'abajulizi.,kambale
The installation of the cables will be completed in February two thousand twenty.,Waya zijja kuba nga zimaze okuteekebwayo mu gwokubiri enkumi bbiri mu abairi.,kambale
The planted signpost by the Koboko district chairman in Maracha escalated the conflict.,Akapande akaateekeddwawo ssentebe wa disitulikiti y'e Koboko mu Maracha kaavuddeko akakuubagano.,kambale
When she reached the door she knocked so that someone could open it.,Bwe yatuuka ku luggi yakonkona basobole okumuggulira.,kambale
The kidnappers tortured him before dumping him in the forest.,Abaamuwamba baasooka kumutulugunya nga tebannamusuula mu kibira.,kambale
Penalties are small punishments usually for not doing something on time.,Engassi bwe bubonerezo obutono obutera obuweebwa olw'obutakola kintu mu budde.,kambale
Not everyone who likes you cares about you.,Si buli akwagala nti akufaako.,kambale
What causes buildings to collapse?,Ki ekireetera ebizimbe okugwa?,kambale
There will be no refunds for the illegal transactions.,Abaakola ebintu mu bukyamu tebajja kuddizibwa ssente zaabwe.,kambale
My favorite color is brown.,Kitaka ye langi gye nsinga okwagala.,kambale
What is the purpose of saving money?,Kigendererwa ki ekiri mu kutereka ssente?,kambale
Children are a blessing from God.,Abaana mukisa okuva eri Katonda.,kambale
Female locusts lay many eggs at a time.,Enzige enkazi zibiika amagi mangi mu kaseera.,kambale
East African countries spend more on defense than any other sector of government.,Ensi za East Afirika zisaasaanya nnyo ku bukuumi okusinga ekintu ekirala kyonna.,kambale
She leaned forward to whisper something in my ear.,Yakutamako n'ankuba akaama.,kambale
He wrote a list of people that were involved in the fraud.,Yawandiika olukalala lw'abantu abaali beenyigidde mu bukumpanya.,kambale
Many people lose their lives because of armed robberies in the country.,Bangi bangi bafiirwa obulamu bwabwe olw'ababbi abakozesa emmundu mu ggwanga.,kambale
That professor teaches physics at the university.,Omukenkufu asomesa somo lya physics ku Ssetendekero.,kambale
Discussions on Ebola human immunodeficiency virus and Malaria are underway.,Okukubaganya ebirowoozo ku Ebola akawuka akaleeta mukenenya n'omusujja gw'ensiri biri mu nteekateeka.,kambale
The veterans agreed to stay united and harmonize with each other.,Abaazirwanako bakiriziganyizza okusigala ekitole n'okukwatagana na buli omu..,kambale
People should be informed about the rules and regulations for society.,Abantu balina okutegeezebwa ku mateeka nebigobererwa eby'ekitundu.,kambale
Women are still encouraged to apply for new posts.,Abakyala bakyakubirizibwa okusaba ebifo ebipya.,kambale
They have recovered three guns already.,Baakanunulako emmundu ssatu.,kambale
Good luck to all candidates.,Mikisa myereere eri bakandidetisi bonna.,kambale
Some traditional norms oppress the female gender.,Ennono z'obuwangwa ezimu zinyigiriza ekitonde ekikyala.,kambale
Uganda collects a lot of income from tourism every year.,Uganda ekungaanya ensimbi nnyingi okuva mu by'obulambuzi buli mwaka.,kambale
The government aims at handling emergency cases in the district.,Gavumenti eruubirira kukwasaganya mu bwangu bantu abali mu mbeera embi mu disitulikiti.,kambale
Marriage holy and acceptable before God,Obufumbo butukuvu era bukkirizibwa mu maaso ga Katonda.,kambale
The company is said to have had ninety soldiers.,Kkampuni egambibwa okuba nga yalina abajaasi kyenda.,kambale
A new men's association has been formed.,Ekibiina ky'abaami ekiggya kitondeddwawo.,kambale
The telecom company needs to consistently advertise and market its products.,Kampuni y'amasimu erina okulangirira buli kiseera eby'amaguzi byaayo.,kambale
He sings on the streets.,Ayimbira mu nguudo.,kambale
Areas like rain gutters and tree holes are breeding sites.,Ensiri zizaalira nnyo mu bifo gamba nga ggata ezikwata amazzi g'enkuba n'ebinnya ebiba ku miti.,kambale
Zimbabwe's Ministry of Information Publicity and Broadcasting responded.,Minisitule y'e Zimbabwe ey'ebyamawulire okuwuliziganya n'ebiragibwa yayanukudde.,kambale
Why were senior party leaders fighting and threatening each other?,Lwaki abakulu mu kibiina baali balwanagana era nga buli omu atiisatiisa munne?,kambale
She died from the Human Immunodeficiency Virus because of no access to treatment.,Akawuka akaleeta siriimu kaamutta lwa kubulwa bujjanjabi.,kambale
With deep humility he apologized for all he had done.,N'obuwombeefu bungi yeetonda olw'ebyo byonna bye yali akoze.,kambale
He said hard work is the key to maintaining the top position in the mathematics competition.,Yagamba nti kyetaagisa okufuba ennyo okusobola okusigala mu kifo ekya waggulu mu mpaka z'essomo ly'okubala.,kambale
I belong to the Mmamba clan,Ndi wa kika kya Mmamba,cultural
Every purchase is taxed.,Buli kigulibwa kiriko omusolo.,kambale
Road accidents have increased sharply in the country.,Obubenje mu makubo bweyongedde nnyo mu ggwanga.,kambale
He hired some people to help him harvest his maize.,Alina abantu be yapangisa okumuyamba okukungula kasooli we.,kambale
The president reassured us of his contribution to the orphanage at the end of his speech.,Bwe yabadde amaliriza okwogera pulezidenti yasuubizza okubaako ssente z'awa ekifo awakuumirwa bamulekwa.,kambale
The soldier will be charged in the court-martial.,Omusirikale waakuvunaanibwa mu kkooti y'amagye.,kambale
The spectators cheered in support of his goal.,Abalabi b'omupiira baalekaana nga balaga obuwagizi bwabwe olwa goola gye yali ateebye.,kambale
The use of the Regulation of blocking is yet to be applied.,Enkola ey'okukozesa emiziziko tennatandika kukozesebwa.,kambale
The judge found him guilty of stealing government money.,Omulamuzi yakizudde nti yabba ssente za gavumenti.,kambale
The leader has been asked to explain how the money was used.,Omukulembeze asabiddwa okunnyonnyola engeri ssente gye zaakozesebwamu.,kambale
He was involved in multiple crimes.,Yazza emisango mingi.,kambale
She seats on the school board of directors.,Atuula ku kakiiko k'esomero aka badayirekita.,kambale
She is a former student of the school.,Yasomerako mu ssomero eryo.,kambale
The other teams have been training hard to win the matches this season.,Ttiimu ziri endala nazo zibadde zitendekebwa nnyo okusobola okuwangula mu sizoni eno.,kambale
Some people afford to smile even when they are in pain.,Abantu abamu basobola okumwenya ne bwe baba mu bulumi.,kambale
He narrated the details from the ceremony.,Yalambuludde ku byabadde ku mukolo.,kambale
The president has announced that he will not be contesting for another term in office.,Pulezidenti alangiridde nti tajja kwesimbawo kuvuganya ku kisanja ekirala.,kambale
I cooked dinner for the first time after school.,Gwe mulundi gwange ogwasooka okufumba ekyeggulo oluvannyuma lw'okuva ku ssomero.,kambale
The team lost the match today.,Leero ttiimu ewanguddwa.,kambale
How can I get a new National identity card?,Nsobola ntya okufuna ndagamuntu empya?,kambale
The wars in some African countries are because of dictatorships.,Ensi za Afirika ezimu zirimu entalo olw'obwannakyemalira.,kambale
Cutting down trees destroys wild animals' habitats.,Okutema emiti kisaanyaawo ebifo ebisolo by'omu nsiko we bibeera.,kambale
He revealed that the first Swarm Summit and Tech Expo on November twenty-second twenty nineteen.,Yalangiridde nti okwolesa okusooka okwa Swarm Summit ne Tec Exp byakubeerawo mu nkumi bbiri kkumi na mwenda ogwekkumi n'ogumu nga abiri mu bbiri.,kambale
We have a meeting scheduled for ten o'clock on Wednesday morning.,Tulina olukunngaana ku Lwokusatu essaawa nnya ez'oku makya.,kambale
Why do people hunt wild animals?,Lwaki abantu bayigga ebisolo by'omu nsiko?,kambale
The football team was fined two million Ugandan shillings because of indiscipline.,Ttiimu y'omupiira yatanzibwa obukadde bubiri obw'ensimbi za Uganda olw'okweyisa obubi.,kambale
A new mosque is being built.,Omuzikiti omupya guli mu kuzimbibwa,kambale
God is great.,Katonda wa maanyi.,kambale
Nations have resorted to vaccination as a means to fight the pandemic.,Amawanga gasazeewo okugema nga kino kye kijja okuyamba okulwanyisa ekirwadde.,kambale
They announced his death on every radio station in Uganda.,Baamubise ku mikutu gya laadiyo gyonna mu Uganda.,kambale
Beekeeping is a potential source income for farmers.,Okulunda enjuki nsibuko ya nsimbi ennungi eri abalimi.,kambale
The community has been so peaceful for the past one year.,Ekitundu kibadde kitebenkevu omwaka gumu emabega.,kambale
That is a bad idea to get the drug.,Si kya magezi kufuna ddagala eryo.,kambale
He will be buried tomorrow.,Ajja kuziikibwa enkya.,kambale
Elephants are commonly found in Africa.,Enjovu zisangibwa nnyo mu Africa.,kambale
Boreholes are the major sources of clean water in rural areas.,Nayikondo y'ensibuko enkulu ey'amazzi amayonjo mu byalo.,kambale
The planned meeting had to approve the budget.,Olukiiko olwategekedda lwabadde lulina okukakasa embalirira,kambale
Teachers have failed to come up with the necessary mechanisms to improve education services.,Abasomesa balemeddwa okujja n'enkola ez'etagisa okutumbula obuweereza bw'ebyenjigiriza.,kambale
Better packaging can improve honey sales significantly.,Ensabika ennungi esobola okwongera ku bungi bw'omubisi ogutundibwa.,kambale
I have added more information to this month's report.,Nyongeddemu obubaka mu alipoota y'omwezi guno.,kambale
Workers need to change their way of working.,Abakozi balina okukyusa engeri gye bakolamu.,kambale
Christians need to come together in prayer during this pandemic,Abakrisitaayo beetaaga okukungaana awamu mu ssaala mu kirwadde bbunansi kino.,kambale
Muslims explained why a diocese could not have two leaders at the same time.,Abasiraamu bannyonyola lwaki obulabirizi tebuteekeddwa kuba n'abakulembeze babiri omulundi gumu.,kambale
The government should increase its tax base.,Gavumenti erina okulinnyisa omusolo gwayo.,kambale
The minister of Education made a report about the general performance of candidates.,Minisita w'eby'enjigiriza yawadde alipoota ekwata ku ngeri abayizi ab'ekibiina eky'akamalirizo gye baakolamu okutwalira awamu.,kambale
Farmers acquired knowledge about good and bad soils.,Abalimi baafuna amagezi ku ttaka eddungi n'ebbi.,kambale
My brother and sister are always arguing.,Muganda wange ne mwannyinaze batera okuwakana.,kambale
He spent his night in the lodge.,Yasula mu loogi.,kambale
They didn't get accountability for the dialogue.,Tebafunye mbalirira y'ebyava mu kwogeraganya.,kambale
Politicians make political decisions regarding forests without accounting for what the forests provide.,Bannabyabufuzi bakola okusalawo mu byobufuzi okukwata ku bibira awatali kufaayo ku ki ebibira kye bituwa.,kambale
